지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
1,서울경기,2004-01-26,0,0,백령도,,,
1,서울경기,2004-01-25,0,0.2,백령도,,,
1,서울경기,2004-01-24,0,0.1,백령도,,,
1,서울경기,2004-01-23,0,0.2,백령도,,,
1,서울경기,2004-01-22,0,0.5,백령도,,,
1,서울경기,2004-01-21,0,0.6,백령도,,,
1,서울경기,2004-01-20,1.8,2.4,수원,,,
1,서울경기,2004-01-19,0.1,0.4,수원,,,
1,서울경기,2004-01-18,3.7,4.8,서울,,,
1,서울경기,2004-01-17,7.6,9.5,인천,,,
1,서울경기,2004-01-16,0,,,,,
1,서울경기,2004-01-15,0,,,,,
1,서울경기,2004-01-14,0,,,,,
1,서울경기,2004-01-13,0,0.3,이천,,,
1,서울경기,2004-01-12,2.3,4.8,양평,,,
1,서울경기,2004-01-11,0,,,,,
1,서울경기,2004-01-10,0,,,,,
1,서울경기,2004-01-09,0,,,,,
1,서울경기,2004-01-08,0,,,,,
1,서울경기,2004-01-07,0,,,,,
1,서울경기,2004-01-06,0,,,,,
1,서울경기,2004-01-05,0,,,,,
1,서울경기,2004-01-04,0,,,,,
1,서울경기,2004-01-03,0,,,,,
1,서울경기,2004-01-02,2.6,4.1,양평,,,
1,서울경기,2004-01-01,0,0,인천,수원,이천,,,
1,서울경기,2003-12-31,0,0,서울,수원,양평,이천,,,
1,서울경기,2003-12-30,0,,,,,
1,서울경기,2003-12-29,1,1.5,강화,,,
1,서울경기,2003-12-28,0,,,,,
1,서울경기,2003-12-27,0,,,,,
1,서울경기,2003-12-26,0,0,백령도,,,
1,서울경기,2003-12-25,0,,,,,
1,서울경기,2003-12-24,0,,,,,
1,서울경기,2003-12-23,0,,,,,
1,서울경기,2003-12-22,0,,,,,
1,서울경기,2003-12-21,0,,,,,
1,서울경기,2003-12-20,0,0,백령도,,,
1,서울경기,2003-12-19,0,0,백령도,,,
1,서울경기,2003-12-18,0,0,백령도,,,
1,서울경기,2003-12-17,1.9,3.5,서울,,,
1,서울경기,2003-12-16,0.2,0.4,인천,,,
1,서울경기,2003-12-15,0,,,,,
1,서울경기,2003-12-14,0,,,,,
1,서울경기,2003-12-13,0,,,,,
1,서울경기,2003-12-12,0,0.5,백령도,,,
1,서울경기,2003-12-11,0,6.5,백령도,,,
1,서울경기,2003-12-10,0,0,백령도,,,
1,서울경기,2003-12-09,0,,,,,
1,서울경기,2003-12-08,2.8,6,수원,,,
1,서울경기,2003-12-07,0,0,백령도,수원,,,
1,서울경기,2003-12-06,0.8,4,이천,,,
1,서울경기,2003-12-05,1.8,4.5,이천,,,
1,서울경기,2003-12-04,0,,,,,
1,서울경기,2003-12-03,0,0,파주,백령도,강화,,,
1,서울경기,2003-12-02,0,,,,,
1,서울경기,2003-12-01,0,,,,,
1,서울경기,2003-11-30,0,,,,,
1,서울경기,2003-11-29,0.1,2,이천,,,
1,서울경기,2003-11-28,6.5,9.5,서울,,,
1,서울경기,2003-11-27,1.6,4,수원,,,
1,서울경기,2003-11-26,0.6,1,서울,인천,,,
1,서울경기,2003-11-25,5.5,6.5,서울,인천,,,
1,서울경기,2003-11-24,0,6,백령도,,,
1,서울경기,2003-11-23,0,0,백령도,,,
1,서울경기,2003-11-22,0,0,백령도,,,
1,서울경기,2003-11-21,0,0.1,수원,,,
1,서울경기,2003-11-20,6.9,9.5,동두천,파주,,,
1,서울경기,2003-11-19,0,0.1,백령도,,,
1,서울경기,2003-11-18,0,,,,,
1,서울경기,2003-11-17,0,,,,,
1,서울경기,2003-11-16,0,,,,,
1,서울경기,2003-11-15,0.4,3.5,백령도,,,
1,서울경기,2003-11-14,0,,,,,
1,서울경기,2003-11-13,0,0,강화,,,
1,서울경기,2003-11-12,3.6,8.5,동두천,,,
1,서울경기,2003-11-11,15,17.5,파주,,,
1,서울경기,2003-11-10,1.5,4.5,강화,,,
1,서울경기,2003-11-09,0,0.5,양평,이천,,,
1,서울경기,2003-11-08,10.9,18,동두천,,,
1,서울경기,2003-11-07,9,14.5,강화,,,
1,서울경기,2003-11-06,0,,,,,
1,서울경기,2003-11-05,0,,,,,
1,서울경기,2003-11-04,0,,,,,
1,서울경기,2003-11-03,0,5,백령도,,,
1,서울경기,2003-11-02,0,0.3,백령도,,,
1,서울경기,2003-11-01,0,,,,,
1,서울경기,2003-10-31,0,,,,,
1,서울경기,2003-10-30,0,,,,,
1,서울경기,2003-10-29,0,,,,,
1,서울경기,2003-10-28,14.6,20,파주,강화,20,강화,
1,서울경기,2003-10-27,0,0,백령도,0,백령도,
1,서울경기,2003-10-26,0,,,,,
1,서울경기,2003-10-25,2.3,5.5,서울,5,서울,
1,서울경기,2003-10-24,0,,,,,
1,서울경기,2003-10-23,0,,,,,
1,서울경기,2003-10-22,3.9,8.5,강화,8.5,강화,
1,서울경기,2003-10-21,5.2,7.5,강화,7.5,강화,
1,서울경기,2003-10-20,0,3.5,백령도,3,백령도,
1,서울경기,2003-10-19,0,,,,,
1,서울경기,2003-10-18,0,,,,,
1,서울경기,2003-10-17,0,4,동두천,3.5,동두천,
1,서울경기,2003-10-16,0,,,,,
1,서울경기,2003-10-15,0,,,,,
1,서울경기,2003-10-14,0,0,이천,0,이천,
1,서울경기,2003-10-13,7.5,10,이천,3.5,동두천,이천,
1,서울경기,2003-10-12,2,5.5,백령도,3,백령도,
1,서울경기,2003-10-11,0,,,,,
1,서울경기,2003-10-10,0,,,,,
1,서울경기,2003-10-09,0,,,,,
1,서울경기,2003-10-08,0,,,,,
1,서울경기,2003-10-07,0,,,,,
1,서울경기,2003-10-06,0,,,,,
1,서울경기,2003-10-05,0,,,,,
1,서울경기,2003-10-04,0,,,,,
1,서울경기,2003-10-03,0,,,,,
1,서울경기,2003-10-02,0,,,,,
1,서울경기,2003-10-01,4.3,13.5,백령도,4.5,강화,
1,서울경기,2003-09-30,0,0.3,백령도,0.3,백령도,
1,서울경기,2003-09-29,0,,,,,
1,서울경기,2003-09-28,0,0.1,파주,0.1,파주,
1,서울경기,2003-09-27,0,,,,,
1,서울경기,2003-09-26,0,,,,,
1,서울경기,2003-09-25,0,,,,,
1,서울경기,2003-09-24,0,,,,,
1,서울경기,2003-09-23,0,,,,,
1,서울경기,2003-09-22,0,,,,,
1,서울경기,2003-09-21,0,0,동두천,0,동두천,
1,서울경기,2003-09-20,0,0,양평,0,양평,
1,서울경기,2003-09-19,0.1,0.5,이천,0.7,서울,
1,서울경기,2003-09-18,110,216,강화,74,강화,
1,서울경기,2003-09-17,0,3,백령도,1.5,백령도,
1,서울경기,2003-09-16,0,,,,,
1,서울경기,2003-09-15,0,,,,,
1,서울경기,2003-09-14,0,,,,,
1,서울경기,2003-09-13,2.8,9,이천,4.5,이천,
1,서울경기,2003-09-12,10.9,39.5,이천,10.5,이천,
1,서울경기,2003-09-11,0,0,수원,양평,이천,0,수원,양평,이천,
1,서울경기,2003-09-10,0,,,,,
1,서울경기,2003-09-09,45.9,55.5,서울,21.5,인천,
1,서울경기,2003-09-08,9.5,36,수원,18.5,수원,
1,서울경기,2003-09-07,30.4,91.5,이천,29.5,양평,
1,서울경기,2003-09-06,0,1,백령도,0.7,백령도,
1,서울경기,2003-09-05,29.4,48,인천,42,양평,
1,서울경기,2003-09-04,0,0.1,백령도,0.1,백령도,
1,서울경기,2003-09-03,4.6,24,이천,10.5,이천,
1,서울경기,2003-09-02,15.8,29,양평,이천,8.5,서울,
1,서울경기,2003-09-01,0,1.5,백령도,1,백령도,
1,서울경기,2003-08-31,0.9,4,이천,1,인천,수원,양평,이천,
1,서울경기,2003-08-30,11.9,23,동두천,수원,12.5,동두천,
1,서울경기,2003-08-29,0,,,,,
1,서울경기,2003-08-28,5.5,9.5,서울,7,서울,
1,서울경기,2003-08-27,80.1,123.5,양평,36,수원,
1,서울경기,2003-08-26,0,0,인천,수원,양평,이천,0,인천,수원,양평,이천,
1,서울경기,2003-08-25,3.5,18,이천,9,수원,이천,
1,서울경기,2003-08-24,122.3,177,서울,67,서울,
1,서울경기,2003-08-23,67.5,112,파주,30.5,파주,
1,서울경기,2003-08-22,0.8,5.5,양평,5.5,양평,
1,서울경기,2003-08-21,6.1,10,서울,6,서울,
1,서울경기,2003-08-20,78.8,146.5,서울,62.5,서울,
1,서울경기,2003-08-19,25.6,48.5,인천,16,서울,
1,서울경기,2003-08-18,6.9,19,이천,3.5,수원,이천,
1,서울경기,2003-08-17,0.3,0.5,수원,이천,0.5,이천,
1,서울경기,2003-08-16,0,0,백령도,양평,이천,0,백령도,양평,이천,
1,서울경기,2003-08-15,0,,,,,
1,서울경기,2003-08-14,0,,,,,
1,서울경기,2003-08-13,0,,,,,
1,서울경기,2003-08-12,0,,,,,
1,서울경기,2003-08-11,4.6,11.5,강화,4,강화,
1,서울경기,2003-08-10,3.3,5.5,이천,4.9,파주,
1,서울경기,2003-08-09,0,,,,,
1,서울경기,2003-08-08,0,,,,,
1,서울경기,2003-08-07,25,82,동두천,61,동두천,
1,서울경기,2003-08-06,34.4,107,파주,32.5,동두천,
1,서울경기,2003-08-05,0.5,35,파주,33.5,파주,
1,서울경기,2003-08-04,0,0.5,양평,0.5,양평,
1,서울경기,2003-08-03,13.4,29,서울,13,서울,
1,서울경기,2003-08-02,12.4,35.5,백령도,15,백령도,
1,서울경기,2003-08-01,0,21,백령도,14,백령도,
1,서울경기,2003-07-31,0,0.4,백령도,0.3,백령도,
1,서울경기,2003-07-30,0,,,,,
1,서울경기,2003-07-29,9.1,16.5,서울,이천,8,서울,
1,서울경기,2003-07-28,33.3,67.5,백령도,16,백령도,
1,서울경기,2003-07-27,24.6,49.5,서울,31,서울,
1,서울경기,2003-07-26,0,1,백령도,1,백령도,
1,서울경기,2003-07-25,10.1,67.5,이천,46.5,이천,
1,서울경기,2003-07-24,9,25,인천,23.5,인천,
1,서울경기,2003-07-23,2.4,16,양평,11.5,양평,
1,서울경기,2003-07-22,122.8,173.5,서울,33.5,서울,
1,서울경기,2003-07-21,0.7,8,백령도,1.5,백령도,서울,
1,서울경기,2003-07-20,7.1,22,서울,22,서울,
1,서울경기,2003-07-19,11.4,14.5,동두천,강화,8,수원,
1,서울경기,2003-07-18,57.8,79,강화,13,이천,
1,서울경기,2003-07-17,0.2,1.5,백령도,1,백령도,
1,서울경기,2003-07-16,0.1,17,동두천,15,동두천,
1,서울경기,2003-07-15,4.6,18,서울,16.5,서울,
1,서울경기,2003-07-14,0,,,,,
1,서울경기,2003-07-13,2.3,7,수원,이천,3.5,수원,이천,
1,서울경기,2003-07-12,3.6,6.5,수원,4,수원,
1,서울경기,2003-07-11,0,,,,,
1,서울경기,2003-07-10,0.2,3,양평,2,양평,
1,서울경기,2003-07-09,47.9,80,이천,27,강화,
1,서울경기,2003-07-08,0,0.5,백령도,0.3,백령도,
1,서울경기,2003-07-07,0,,,,,
1,서울경기,2003-07-06,3.3,12.5,인천,12.5,인천,
1,서울경기,2003-07-05,0,,,,,
1,서울경기,2003-07-04,0,0.1,수원,0.1,수원,
1,서울경기,2003-07-03,15.1,21,인천,9,인천,
1,서울경기,2003-07-02,1.5,2.5,강화,2,서울,강화,
1,서울경기,2003-07-01,0.2,0.5,강화,0.5,강화,
1,서울경기,2003-06-30,0,,,,,
1,서울경기,2003-06-29,5.8,25,동두천,13.5,동두천,
1,서울경기,2003-06-28,0.5,2.5,이천,1,서울,이천,
1,서울경기,2003-06-27,59.1,120,이천,24.5,수원,
1,서울경기,2003-06-26,0,,,,,
1,서울경기,2003-06-25,1.9,4,양평,1.5,동두천,서울,양평,
1,서울경기,2003-06-24,8.5,24.5,동두천,4.5,파주,강화,
1,서울경기,2003-06-23,27,38,강화,15,동두천,
1,서울경기,2003-06-22,0,0,강화,0,강화,
1,서울경기,2003-06-21,0,,,,,
1,서울경기,2003-06-20,0,0,양평,이천,0,양평,이천,
1,서울경기,2003-06-19,0,0,이천,0,이천,
1,서울경기,2003-06-18,0,,,,,
1,서울경기,2003-06-17,0,,,,,
1,서울경기,2003-06-16,1.6,6.5,서울,6.5,서울,
1,서울경기,2003-06-15,18.1,66,파주,33,동두천,
1,서울경기,2003-06-14,2.6,6,강화,7.5,파주,
1,서울경기,2003-06-13,1.1,4.5,강화,4.5,강화,
1,서울경기,2003-06-12,16.4,22.5,동두천,7,동두천,이천,
1,서울경기,2003-06-11,15.4,22,강화,9.5,강화,
1,서울경기,2003-06-10,0.2,0.5,강화,0.5,강화,
1,서울경기,2003-06-09,0,,,,,
1,서울경기,2003-06-08,0,0.6,백령도,0.2,백령도,
1,서울경기,2003-06-07,0,,,,,
1,서울경기,2003-06-06,3.1,5.5,파주,3,파주,인천,
1,서울경기,2003-06-05,0,,,,,
1,서울경기,2003-06-04,0,,,,,
1,서울경기,2003-06-03,0,,,,,
1,서울경기,2003-06-02,0,,,,,
1,서울경기,2003-06-01,0,,,,,
1,서울경기,2003-05-31,0,,,,,
1,서울경기,2003-05-30,2.8,17.5,동두천,12.5,동두천,
1,서울경기,2003-05-29,0.7,48,백령도,12,백령도,
1,서울경기,2003-05-28,0,8,백령도,8,백령도,
1,서울경기,2003-05-27,0,,,,,
1,서울경기,2003-05-26,0,,,,,
1,서울경기,2003-05-25,6,14,이천,3.5,이천,
1,서울경기,2003-05-24,2.8,5,인천,강화,3.5,인천,
1,서울경기,2003-05-23,0,,,,,
1,서울경기,2003-05-22,0,,,,,
1,서울경기,2003-05-21,0,,,,,
1,서울경기,2003-05-20,0,,,,,
1,서울경기,2003-05-19,0,,,,,
1,서울경기,2003-05-18,0,,,,,
1,서울경기,2003-05-17,0,,,,,
1,서울경기,2003-05-16,0,,,,,
1,서울경기,2003-05-15,0,,,,,
1,서울경기,2003-05-14,0,0,수원,0,수원,
1,서울경기,2003-05-13,0,,,,,
1,서울경기,2003-05-12,0,,,,,
1,서울경기,2003-05-11,0,,,,,
1,서울경기,2003-05-10,0,,,,,
1,서울경기,2003-05-09,0,,,,,
1,서울경기,2003-05-08,0,,,,,
1,서울경기,2003-05-07,77.1,90.5,이천,22,강화,
1,서울경기,2003-05-06,4,7,서울,3.5,서울,이천,
1,서울경기,2003-05-05,0,,,,,
1,서울경기,2003-05-04,0,,,,,
1,서울경기,2003-05-03,0,,,,,
1,서울경기,2003-05-02,0,,,,,
1,서울경기,2003-05-01,0,,,,,
1,서울경기,2003-04-30,0,,,,,
1,서울경기,2003-04-29,46.1,53,수원,10,백령도,
1,서울경기,2003-04-28,0,,,,,
1,서울경기,2003-04-27,0,0,파주,백령도,0,파주,백령도,
1,서울경기,2003-04-26,0,,,,,
1,서울경기,2003-04-25,20.6,30.5,이천,5,양평,이천,
1,서울경기,2003-04-24,0,,,,,
1,서울경기,2003-04-23,12.1,15,이천,4,서울,인천,수원,강화,
1,서울경기,2003-04-22,2.5,6.5,백령도,2.5,백령도,
1,서울경기,2003-04-21,0,,,,,
1,서울경기,2003-04-20,4.6,7,서울,양평,2,이천,
1,서울경기,2003-04-19,8.8,9.5,수원,양평,5,강화,
1,서울경기,2003-04-18,33.4,42,수원,15.5,백령도,수원,
1,서울경기,2003-04-17,0,,,,,
1,서울경기,2003-04-16,0,,,,,
1,서울경기,2003-04-15,0,,,,,
1,서울경기,2003-04-14,0,,,,,
1,서울경기,2003-04-13,0,,,,,
1,서울경기,2003-04-12,0,0,동두천,서울,강화,0,동두천,서울,강화,
1,서울경기,2003-04-11,10.6,19,이천,3.5,이천,
1,서울경기,2003-04-10,0,,,,,
1,서울경기,2003-04-09,0,2,동두천,1,동두천,
1,서울경기,2003-04-08,2.8,21,이천,6.5,이천,
1,서울경기,2003-04-07,6.8,14,이천,6.5,이천,
1,서울경기,2003-04-06,0,,,,,
1,서울경기,2003-04-05,0,,,,,
1,서울경기,2003-04-04,0,,,,,
1,서울경기,2003-04-03,0,,,,,
1,서울경기,2003-04-02,0,,,,,
1,서울경기,2003-04-01,0,,,,,
1,서울경기,2003-03-31,0,0,동두천,파주,강화,,,
1,서울경기,2003-03-30,0,,,,,
1,서울경기,2003-03-29,0,,,,,
1,서울경기,2003-03-28,0,,,,,
1,서울경기,2003-03-27,2.6,6,이천,,,
1,서울경기,2003-03-26,0,1,백령도,,,
1,서울경기,2003-03-25,0,0,파주,인천,,,
1,서울경기,2003-03-24,0,0.4,백령도,,,
1,서울경기,2003-03-23,0,,,,,
1,서울경기,2003-03-22,0,,,,,
1,서울경기,2003-03-21,0.5,12.5,백령도,,,
1,서울경기,2003-03-20,0,,,,,
1,서울경기,2003-03-19,0,,,,,
1,서울경기,2003-03-18,0,,,,,
1,서울경기,2003-03-17,0.5,1.5,서울,,,
1,서울경기,2003-03-16,7,10.5,이천,,,
1,서울경기,2003-03-15,0,,,,,
1,서울경기,2003-03-14,0,,,,,
1,서울경기,2003-03-13,0,,,,,
1,서울경기,2003-03-12,0,,,,,
1,서울경기,2003-03-11,0,,,,,
1,서울경기,2003-03-10,0,0,동두천,,,
1,서울경기,2003-03-09,0.4,1.5,인천,,,
1,서울경기,2003-03-08,0.5,1,인천,,,
1,서울경기,2003-03-07,4.1,9,동두천,,,
1,서울경기,2003-03-06,3,4.5,이천,,,
1,서울경기,2003-03-05,0,,,,,
1,서울경기,2003-03-04,0,,,,,
1,서울경기,2003-03-03,3,4.5,강화,양평,,,
1,서울경기,2003-03-02,4.5,5.5,파주,인천,,,
1,서울경기,2003-03-01,0.9,4,이천,,,
1,서울경기,2003-02-28,0,0.5,백령도,,,
1,서울경기,2003-02-27,0,,,,,
1,서울경기,2003-02-26,0.3,0.5,파주,백령도,서울,강화,,,
1,서울경기,2003-02-25,0,,,,,
1,서울경기,2003-02-24,0.2,2,이천,,,
1,서울경기,2003-02-23,0.7,1.5,인천,,,
1,서울경기,2003-02-22,17.9,32.5,이천,,,
1,서울경기,2003-02-21,12.6,18,강화,,,
1,서울경기,2003-02-20,0,,,,,
1,서울경기,2003-02-19,0,0.1,동두천,,,
1,서울경기,2003-02-18,0,0,파주,백령도,서울,인천,,,
1,서울경기,2003-02-17,0,,,,,
1,서울경기,2003-02-16,0,0.1,백령도,,,
1,서울경기,2003-02-15,0,,,,,
1,서울경기,2003-02-14,0,0.1,파주,,,
1,서울경기,2003-02-13,0,0.4,양평,,,
1,서울경기,2003-02-12,0.1,0.9,양평,,,
1,서울경기,2003-02-11,0.8,2,양평,이천,,,
1,서울경기,2003-02-10,0.5,1,수원,이천,,,
1,서울경기,2003-02-09,0,0.2,백령도,,,
1,서울경기,2003-02-08,4.6,13,수원,,,
1,서울경기,2003-02-07,0,0,인천,,,
1,서울경기,2003-02-06,0,,,,,
1,서울경기,2003-02-05,0,,,,,
1,서울경기,2003-02-04,0,0,백령도,양평,,,
1,서울경기,2003-02-03,0,0,양평,,,
1,서울경기,2003-02-02,0,0,수원,,,
1,서울경기,2003-02-01,0,,,,,
1,서울경기,2003-01-31,0.1,0.5,강화,,,
1,서울경기,2003-01-30,0,0,동두천,백령도,,,
1,서울경기,2003-01-29,0,0.1,백령도,,,
1,서울경기,2003-01-28,0,0.8,백령도,,,
1,서울경기,2003-01-27,4,6.5,동두천,,,
1,서울경기,2003-01-26,2,4,강화,,,
1,서울경기,2003-01-25,0,,,,,
1,서울경기,2003-01-24,0,,,,,
1,서울경기,2003-01-23,0,0.1,파주,,,
1,서울경기,2003-01-22,0.5,2.5,양평,,,
1,서울경기,2003-01-21,0,,,,,
1,서울경기,2003-01-20,0,0.1,파주,,,
1,서울경기,2003-01-19,0,0,백령도,,,
1,서울경기,2003-01-18,0,,,,,
1,서울경기,2003-01-17,2.6,5,동두천,,,
1,서울경기,2003-01-16,0,,,,,
1,서울경기,2003-01-15,0,,,,,
1,서울경기,2003-01-14,0,,,,,
1,서울경기,2003-01-13,0,,,,,
1,서울경기,2003-01-12,0,,,,,
1,서울경기,2003-01-11,0,,,,,
1,서울경기,2003-01-10,0,,,,,
1,서울경기,2003-01-09,0,,,,,
1,서울경기,2003-01-08,0,,,,,
1,서울경기,2003-01-07,0,0.7,백령도,,,
1,서울경기,2003-01-06,0,0,백령도,,,
1,서울경기,2003-01-05,0,1.5,백령도,,,
1,서울경기,2003-01-04,0.1,6.5,백령도,,,
1,서울경기,2003-01-03,1.8,5.9,백령도,,,
1,서울경기,2003-01-02,0,0.3,백령도,,,
1,서울경기,2003-01-01,0,,,,,
1,서울경기,2002-12-31,0.1,0.3,수원,,,
1,서울경기,2002-12-30,0.3,4.3,백령도,,,
1,서울경기,2002-12-29,0,,,,,
1,서울경기,2002-12-28,0,0.1,양평,,,
1,서울경기,2002-12-27,0,,,,,
1,서울경기,2002-12-26,0,0,백령도,,,
1,서울경기,2002-12-25,0.5,2.1,동두천,,,
1,서울경기,2002-12-24,0.3,1.5,양평,,,
1,서울경기,2002-12-23,5.5,7,서울,,,
1,서울경기,2002-12-22,0,,,,,
1,서울경기,2002-12-21,0,,,,,
1,서울경기,2002-12-20,0,,,,,
1,서울경기,2002-12-19,0,,,,,
1,서울경기,2002-12-18,0,,,,,
1,서울경기,2002-12-17,0,,,,,
1,서울경기,2002-12-16,1.4,4.5,동두천,,,
1,서울경기,2002-12-15,0.1,1,이천,,,
1,서울경기,2002-12-14,0,,,,,
1,서울경기,2002-12-13,0,,,,,
1,서울경기,2002-12-12,0,0,백령도,,,
1,서울경기,2002-12-11,0,0.7,백령도,,,
1,서울경기,2002-12-10,0,0,백령도,인천,수원,,,
1,서울경기,2002-12-09,0,0,동두천,백령도,,,
1,서울경기,2002-12-08,5.1,12.5,파주,,,
1,서울경기,2002-12-07,0,0.5,이천,,,
1,서울경기,2002-12-06,0,,,,,
1,서울경기,2002-12-05,0,0,양평,,,
1,서울경기,2002-12-04,0.3,2.5,이천,,,
1,서울경기,2002-12-03,0,0,수원,이천,,,
1,서울경기,2002-12-02,0,,,,,
1,서울경기,2002-12-01,0,,,,,
1,서울경기,2002-11-30,0,,,,,
1,서울경기,2002-11-29,0.2,1.5,양평,,,
1,서울경기,2002-11-28,0,0,백령도,,,
1,서울경기,2002-11-27,0,,,,,
1,서울경기,2002-11-26,0.1,6.5,백령도,,,
1,서울경기,2002-11-25,0,,,,,
1,서울경기,2002-11-24,0,,,,,
1,서울경기,2002-11-23,0,0.5,백령도,,,
1,서울경기,2002-11-22,0,,,,,
1,서울경기,2002-11-21,0,,,,,
1,서울경기,2002-11-20,4.4,5,인천,강화,,,
1,서울경기,2002-11-19,0,0,파주,,,
1,서울경기,2002-11-18,0,0,백령도,,,
1,서울경기,2002-11-17,7.9,9,백령도,,,
1,서울경기,2002-11-16,0,,,,,
1,서울경기,2002-11-15,0,0,백령도,,,
1,서울경기,2002-11-14,0,0.5,파주,이천,,,
1,서울경기,2002-11-13,0,0,백령도,서울,인천,수원,,,
1,서울경기,2002-11-12,0,0,백령도,서울,인천,수원,,,
1,서울경기,2002-11-11,0,0.2,백령도,,,
1,서울경기,2002-11-10,0,0,수원,,,
1,서울경기,2002-11-09,0,,,,,
1,서울경기,2002-11-08,0,0,동두천,백령도,서울,수원,,,
1,서울경기,2002-11-07,0.4,2.5,이천,,,
1,서울경기,2002-11-06,0,,,,,
1,서울경기,2002-11-05,0,,,,,
1,서울경기,2002-11-04,0,0,백령도,,,
1,서울경기,2002-11-03,0,0.2,백령도,,,
1,서울경기,2002-11-02,0.1,0.4,수원,,,
1,서울경기,2002-11-01,0,0,백령도,,,
1,서울경기,2002-10-31,0,0,백령도,0,백령도,
1,서울경기,2002-10-30,0,,,,,
1,서울경기,2002-10-29,0,,,,,
1,서울경기,2002-10-28,0,0,백령도,0,백령도,
1,서울경기,2002-10-27,0,0,백령도,0,백령도,
1,서울경기,2002-10-26,6.9,20.5,이천,7.5,이천,
1,서울경기,2002-10-25,1.8,12,백령도,2.5,백령도,서울,
1,서울경기,2002-10-24,6.8,18,강화,16,강화,
1,서울경기,2002-10-23,0,3.5,백령도,2.5,백령도,
1,서울경기,2002-10-22,0,,,,,
1,서울경기,2002-10-21,0.3,0.5,동두천,파주,서울,이천,0.5,동두천,이천,
1,서울경기,2002-10-20,0.6,1,강화,0.5,강화,
1,서울경기,2002-10-19,0,0.2,백령도,0.1,백령도,
1,서울경기,2002-10-18,0,0,이천,0,이천,
1,서울경기,2002-10-17,0,0,강화,0,강화,
1,서울경기,2002-10-16,0,,,,,
1,서울경기,2002-10-15,6.6,8.5,인천,강화,6.5,강화,
1,서울경기,2002-10-14,0.1,6.5,백령도,6.3,백령도,
1,서울경기,2002-10-13,10.9,20.5,수원,20.5,수원,
1,서울경기,2002-10-12,0,0,백령도,0,백령도,
1,서울경기,2002-10-11,0,,,,,
1,서울경기,2002-10-10,0,,,,,
1,서울경기,2002-10-09,0,,,,,
1,서울경기,2002-10-08,0,,,,,
1,서울경기,2002-10-07,0,0,파주,수원,0,파주,수원,
1,서울경기,2002-10-06,7.8,13,양평,10.5,강화,
1,서울경기,2002-10-05,6.1,28.5,이천,11,양평,
1,서울경기,2002-10-04,0,,,,,
1,서울경기,2002-10-03,0.5,5.5,동두천,5.5,동두천,
1,서울경기,2002-10-02,5.8,26.9,동두천,21.8,동두천,
1,서울경기,2002-10-01,0,6,동두천,6,동두천,
1,서울경기,2002-09-30,0.2,0.5,인천,양평,0.5,인천,양평,
1,서울경기,2002-09-29,9.5,19.5,수원,9.5,수원,
1,서울경기,2002-09-28,7.9,20,서울,19.5,서울,
1,서울경기,2002-09-27,0,,,,,
1,서울경기,2002-09-26,0,,,,,
1,서울경기,2002-09-25,0,,,,,
1,서울경기,2002-09-24,0,,,,,
1,서울경기,2002-09-23,0,,,,,
1,서울경기,2002-09-22,0,0,이천,0,이천,
1,서울경기,2002-09-21,3.1,12,서울,12,서울,
1,서울경기,2002-09-20,0,,,,,
1,서울경기,2002-09-19,0,,,,,
1,서울경기,2002-09-18,0,,,,,
1,서울경기,2002-09-17,0,,,,,
1,서울경기,2002-09-16,0.4,6,이천,2,이천,
1,서울경기,2002-09-15,1.3,5,수원,이천,1.5,수원,
1,서울경기,2002-09-14,1.4,5.5,서울,5.5,서울,
1,서울경기,2002-09-13,0,0,이천,0,이천,
1,서울경기,2002-09-12,0.2,4,동두천,3,동두천,
1,서울경기,2002-09-11,0,,,,,
1,서울경기,2002-09-10,0,,,,,
1,서울경기,2002-09-09,0,0.4,동두천,0.4,동두천,
1,서울경기,2002-09-08,0,,,,,
1,서울경기,2002-09-07,0,,,,,
1,서울경기,2002-09-06,0,,,,,
1,서울경기,2002-09-05,1,3,파주,2.5,파주,
1,서울경기,2002-09-04,0,0,동두천,파주,0,동두천,파주,
1,서울경기,2002-09-03,0,,,,,
1,서울경기,2002-09-02,0,,,,,
1,서울경기,2002-09-01,14.1,32.5,동두천,13,이천,
1,서울경기,2002-08-31,45.3,62,이천,12,이천,
1,서울경기,2002-08-30,0.9,1.5,인천,1,인천,수원,
1,서울경기,2002-08-29,0,0,동두천,수원,강화,0,동두천,수원,강화,
1,서울경기,2002-08-28,0,,,,,
1,서울경기,2002-08-27,48.9,78.5,서울,32,동두천,
1,서울경기,2002-08-26,3.3,35,백령도,22.5,동두천,
1,서울경기,2002-08-25,0,0,양평,0,양평,
1,서울경기,2002-08-24,0,,,,,
1,서울경기,2002-08-23,12,28.5,강화,14,강화,
1,서울경기,2002-08-22,8.9,41.5,백령도,25,백령도,
1,서울경기,2002-08-21,0,,,,,
1,서울경기,2002-08-20,0,,,,,
1,서울경기,2002-08-19,5.7,11.5,서울,7,서울,
1,서울경기,2002-08-18,7,16,서울,5,서울,
1,서울경기,2002-08-17,8.1,16.5,인천,8.5,인천,
1,서울경기,2002-08-16,0.1,3.5,이천,1.5,이천,
1,서울경기,2002-08-15,0,0.5,양평,0.5,양평,
1,서울경기,2002-08-14,0.5,7.5,양평,6.5,양평,
